record_id,collection_version,review_status,production_ready,sector,subsector,technology,fuel_or_material,pollutant,ef_value,ef_expression,ef_lower,ef_upper,unit,activity_basis,control_basis,geographic_scope,applicability,evidence_origin,factor_reference_period_start,factor_reference_period_end,source_id,source_table_or_location,quality_flag,notes,source_title,publication_year,source_url
EF00844,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, fresh, griddle LPG",,PM2.5,1.23,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00845,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, fresh, griddle LPG",,VOCs,0.36,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00846,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, fresh, charcoal direct",,CO,0.06,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00847,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, fresh, charcoal direct",,NOx,0.05,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00848,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, fresh, charcoal direct",,SOx,0.01,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00849,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, fresh, charcoal direct",,TSP,7.39,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00850,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, fresh, charcoal direct",,PM10,7.39,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00851,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, fresh, charcoal direct",,PM2.5,6.87,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00852,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, fresh, charcoal direct",,VOCs,1.65,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00853,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, marinated, griddle LPG",,CO,0.06,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00854,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, marinated, griddle LPG",,NOx,0.05,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00855,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, marinated, griddle LPG",,SOx,0.01,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00856,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, marinated, griddle LPG",,TSP,0.51,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00857,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, marinated, griddle LPG",,PM10,0.51,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00858,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, marinated, griddle LPG",,PM2.5,0.43,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00859,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, marinated, griddle LPG",,VOCs,0.36,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00860,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, marinated, charcoal direct",,CO,0.15,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00861,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, marinated, charcoal direct",,NOx,0.07,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00862,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, marinated, charcoal direct",,SOx,0.02,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00863,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, marinated, charcoal direct",,TSP,3.32,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00864,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, marinated, charcoal direct",,PM10,3.32,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00865,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, marinated, charcoal direct",,PM2.5,3.25,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00866,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, marinated, charcoal direct",,VOCs,1.65,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00867,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Chicken, fresh, charcoal direct",,CO,0.08,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00868,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Chicken, fresh, charcoal direct",,NOx,0.05,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00869,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Chicken, fresh, charcoal direct",,SOx,0.01,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00870,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Chicken, fresh, charcoal direct",,TSP,11.26,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00871,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Chicken, fresh, charcoal direct",,PM10,11.26,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00872,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Chicken, fresh, charcoal direct",,PM2.5,10.58,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00873,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Chicken, fresh, charcoal direct",,VOCs,1.65,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00874,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Duck, fresh, charcoal direct",,CO,0.06,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00875,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Duck, fresh, charcoal direct",,NOx,0.05,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00876,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Duck, fresh, charcoal direct",,SOx,0.01,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00877,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Duck, fresh, charcoal direct",,TSP,2.25,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00878,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Duck, fresh, charcoal direct",,PM10,2.25,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00879,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Duck, fresh, charcoal direct",,PM2.5,2.11,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00880,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Duck, fresh, charcoal direct",,VOCs,1.65,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00881,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Duck, marinated, charcoal direct",,CO,0.15,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00882,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Duck, marinated, charcoal direct",,NOx,0.07,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00883,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Duck, marinated, charcoal direct",,SOx,0.02,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
